Source,Target,RespondentType,ConnectionCount
Amazon Q,Replit Ghostwriter,All Respondents,39
Amazon Q,Snyk Code,All Respondents,67
Amazon Q,Tabnine,All Respondents,75
Amazon Q,Visual Studio Intellicode,All Respondents,185
Amazon Q,Whispr AI,All Respondents,76
Amazon Q,WolframAlpha,All Respondents,95
Amazon Q,You.com,All Respondents,53
Andi,Amazon Q,All Respondents,32
Andi,Andi,All Respondents,60
Andi,AskCodi,All Respondents,35
Andi,Bing AI,All Respondents,43
Andi,ChatGPT,All Respondents,59
Andi,Claude,All Respondents,40
Andi,Codeium,All Respondents,35
Andi,Cody,All Respondents,34
Andi,GitHub Copilot,All Respondents,48
Andi,Google Gemini,All Respondents,46
Andi,Lightning AI,All Respondents,31
Andi,Meta AI,All Respondents,37
Andi,Metaphor,All Respondents,28
Andi,Neeva AI,All Respondents,34
Andi,OpenAI Codex,All Respondents,40
Andi,Perplexity AI,All Respondents,40
Andi,Phind,All Respondents,34
Andi,Quora Poe,All Respondents,31
Andi,Replit Ghostwriter,All Respondents,31
Andi,Snyk Code,All Respondents,32
Andi,Tabnine,All Respondents,28
Andi,Visual Studio Intellicode,All Respondents,34
Andi,Whispr AI,All Respondents,30
Andi,WolframAlpha,All Respondents,32
Andi,You.com,All Respondents,31
AskCodi,Amazon Q,All Respondents,33
AskCodi,Andi,All Respondents,28
AskCodi,AskCodi,All Respondents,59
AskCodi,Bing AI,All Respondents,49
AskCodi,ChatGPT,All Respondents,86
AskCodi,Claude,All Respondents,49
AskCodi,Codeium,All Respondents,52
AskCodi,Cody,All Respondents,47
AskCodi,GitHub Copilot,All Respondents,62
AskCodi,Google Gemini,All Respondents,53
AskCodi,Lightning AI,All Respondents,29
AskCodi,Meta AI,All Respondents,38
AskCodi,Metaphor,All Respondents,29
AskCodi,Neeva AI,All Respondents,34
AskCodi,OpenAI Codex,All Respondents,41
AskCodi,Perplexity AI,All Respondents,44
AskCodi,Phind,All Respondents,36
AskCodi,Quora Poe,All Respondents,32
AskCodi,Replit Ghostwriter,All Respondents,32
AskCodi,Snyk Code,All Respondents,36
AskCodi,Tabnine,All Respondents,38
AskCodi,Visual Studio Intellicode,All Respondents,51
AskCodi,Whispr AI,All Respondents,36
AskCodi,WolframAlpha,All Respondents,35
AskCodi,You.com,All Respondents,34
Bing AI,Amazon Q,All Respondents,260
Bing AI,Andi,All Respondents,52
Bing AI,AskCodi,All Respondents,79
Bing AI,Bing AI,All Respondents,3808
Bing AI,ChatGPT,All Respondents,4995
Bing AI,Claude,All Respondents,963
Bing AI,Codeium,All Respondents,570
Bing AI,Cody,All Respondents,147
Bing AI,GitHub Copilot,All Respondents,3364
Bing AI,Google Gemini,All Respondents,2369
Bing AI,Lightning AI,All Respondents,116
Bing AI,Meta AI,All Respondents,634
Bing AI,Metaphor,All Respondents,66
Bing AI,Neeva AI,All Respondents,60
Bing AI,OpenAI Codex,All Respondents,283
Bing AI,Perplexity AI,All Respondents,603
Bing AI,Phind,All Respondents,291
Bing AI,Quora Poe,All Respondents,125
Bing AI,Replit Ghostwriter,All Respondents,87
Bing AI,Snyk Code,All Respondents,106
Bing AI,Tabnine,All Respondents,306
Bing AI,Visual Studio Intellicode,All Respondents,1465
Bing AI,Whispr AI,All Respondents,180
Bing AI,WolframAlpha,All Respondents,528
Bing AI,You.com,All Respondents,144
ChatGPT,Amazon Q,All Respondents,901
ChatGPT,Andi,All Respondents,86
ChatGPT,AskCodi,All Respondents,135
ChatGPT,Bing AI,All Respondents,3551
ChatGPT,ChatGPT,All Respondents,28200
ChatGPT,Claude,All Respondents,3537
ChatGPT,Codeium,All Respondents,2003
ChatGPT,Cody,All Respondents,409
ChatGPT,GitHub Copilot,All Respondents,15618
ChatGPT,Google Gemini,All Respondents,8580
ChatGPT,Lightning AI,All Respondents,227
ChatGPT,Meta AI,All Respondents,1627
ChatGPT,Metaphor,All Respondents,98
ChatGPT,Neeva AI,All Respondents,93
ChatGPT,OpenAI Codex,All Respondents,709
ChatGPT,Perplexity AI,All Respondents,1908
ChatGPT,Phind,All Respondents,981
ChatGPT,Quora Poe,All Respondents,260
ChatGPT,Replit Ghostwriter,All Respondents,156
ChatGPT,Snyk Code,All Respondents,331
ChatGPT,Tabnine,All Respondents,944
ChatGPT,Visual Studio Intellicode,All Respondents,4223
ChatGPT,Whispr AI,All Respondents,479
ChatGPT,WolframAlpha,All Respondents,1790
ChatGPT,You.com,All Respondents,321
Claude,Amazon Q,All Respondents,189
Claude,Andi,All Respondents,36
Claude,AskCodi,All Respondents,53
Claude,Bing AI,All Respondents,482
Claude,ChatGPT,All Respondents,2732
Claude,Claude,All Respondents,2360
Claude,Codeium,All Respondents,399
Claude,Cody,All Respondents,126
Claude,GitHub Copilot,All Respondents,1705
Claude,Google Gemini,All Respondents,1164
Claude,Lightning AI,All Respondents,68
Claude,Meta AI,All Respondents,384
Claude,Metaphor,All Respondents,39
Claude,Neeva AI,All Respondents,39
Claude,OpenAI Codex,All Respondents,142
Claude,Perplexity AI,All Respondents,596
Claude,Phind,All Respondents,210
Claude,Quora Poe,All Respondents,110
Claude,Replit Ghostwriter,All Respondents,56
Claude,Snyk Code,All Respondents,71
Claude,Tabnine,All Respondents,170
Claude,Visual Studio Intellicode,All Respondents,488
Claude,Whispr AI,All Respondents,133
Claude,WolframAlpha,All Respondents,320
Claude,You.com,All Respondents,96
Codeium,Amazon Q,All Respondents,121
Codeium,Andi,All Respondents,31
Codeium,AskCodi,All Respondents,53
Codeium,Bing AI,All Respondents,348
Codeium,ChatGPT,All Respondents,1747
Codeium,Claude,All Respondents,432
Codeium,Codeium,All Respondents,1892
Codeium,Cody,All Respondents,103
Codeium,GitHub Copilot,All Respondents,970
Codeium,Google Gemini,All Respondents,763
Codeium,Lightning AI,All Respondents,50
Codeium,Meta AI,All Respondents,182
Codeium,Metaphor,All Respondents,37
Codeium,Neeva AI,All Respondents,39
Codeium,OpenAI Codex,All Respondents,95
Codeium,Perplexity AI,All Respondents,294
Codeium,Phind,All Respondents,216
Codeium,Quora Poe,All Respondents,75
Codeium,Replit Ghostwriter,All Respondents,45
Codeium,Snyk Code,All Respondents,66
Codeium,Tabnine,All Respondents,169
Codeium,Visual Studio Intellicode,All Respondents,394
Codeium,Whispr AI,All Respondents,84
Codeium,WolframAlpha,All Respondents,152
Codeium,You.com,All Respondents,87
Cody,Amazon Q,All Respondents,52
Cody,Andi,All Respondents,33
Cody,AskCodi,All Respondents,47
Cody,Bing AI,All Respondents,103
Cody,ChatGPT,All Respondents,374
Cody,Claude,All Respondents,155
Cody,Codeium,All Respondents,122
Cody,Cody,All Respondents,303
Cody,GitHub Copilot,All Respondents,234
Cody,Google Gemini,All Respondents,188
Cody,Lightning AI,All Respondents,37
Cody,Meta AI,All Respondents,76
Cody,Metaphor,All Respondents,35
Cody,Neeva AI,All Respondents,37
Cody,OpenAI Codex,All Respondents,56
Cody,Perplexity AI,All Respondents,102
Cody,Phind,All Respondents,77
Cody,Quora Poe,All Respondents,39
Cody,Replit Ghostwriter,All Respondents,34
Cody,Snyk Code,All Respondents,42
Cody,Tabnine,All Respondents,62
Cody,Visual Studio Intellicode,All Respondents,116
Cody,Whispr AI,All Respondents,41
Cody,WolframAlpha,All Respondents,63
Cody,You.com,All Respondents,52
GitHub Copilot,Amazon Q,All Respondents,509
GitHub Copilot,Andi,All Respondents,56
GitHub Copilot,AskCodi,All Respondents,80
GitHub Copilot,Bing AI,All Respondents,1744
GitHub Copilot,ChatGPT,All Respondents,12104
GitHub Copilot,Claude,All Respondents,1920
GitHub Copilot,Codeium,All Respondents,942
GitHub Copilot,Cody,All Respondents,221
GitHub Copilot,GitHub Copilot,All Respondents,13722
GitHub Copilot,Google Gemini,All Respondents,4158
GitHub Copilot,Lightning AI,All Respondents,142
GitHub Copilot,Meta AI,All Respondents,827
GitHub Copilot,Metaphor,All Respondents,64
GitHub Copilot,Neeva AI,All Respondents,66
GitHub Copilot,OpenAI Codex,All Respondents,411
GitHub Copilot,Perplexity AI,All Respondents,1035
GitHub Copilot,Phind,All Respondents,529
GitHub Copilot,Quora Poe,All Respondents,136
GitHub Copilot,Replit Ghostwriter,All Respondents,96
GitHub Copilot,Snyk Code,All Respondents,206
GitHub Copilot,Tabnine,All Respondents,411
GitHub Copilot,Visual Studio Intellicode,All Respondents,2533
GitHub Copilot,Whispr AI,All Respondents,280
GitHub Copilot,WolframAlpha,All Respondents,968
GitHub Copilot,You.com,All Respondents,173
Google Gemini,Amazon Q,All Respondents,420
Google Gemini,Andi,All Respondents,58
Google Gemini,AskCodi,All Respondents,89
Google Gemini,Bing AI,All Respondents,1583
Google Gemini,ChatGPT,All Respondents,7773
Google Gemini,Claude,All Respondents,1625
Google Gemini,Codeium,All Respondents,836
Google Gemini,Cody,All Respondents,193
Google Gemini,GitHub Copilot,All Respondents,4797
Google Gemini,Google Gemini,All Respondents,6869
Google Gemini,Lightning AI,All Respondents,140
Google Gemini,Meta AI,All Respondents,838
Google Gemini,Metaphor,All Respondents,78
Google Gemini,Neeva AI,All Respondents,75
Google Gemini,OpenAI Codex,All Respondents,324
Google Gemini,Perplexity AI,All Respondents,905
Google Gemini,Phind,All Respondents,401
Google Gemini,Quora Poe,All Respondents,170
Google Gemini,Replit Ghostwriter,All Respondents,105
Google Gemini,Snyk Code,All Respondents,144
Google Gemini,Tabnine,All Respondents,436
Google Gemini,Visual Studio Intellicode,All Respondents,1489
Google Gemini,Whispr AI,All Respondents,248
Google Gemini,WolframAlpha,All Respondents,691
Google Gemini,You.com,All Respondents,195
Lightning AI,Amazon Q,All Respondents,44
Lightning AI,Andi,All Respondents,31
Lightning AI,AskCodi,All Respondents,36
Lightning AI,Bing AI,All Respondents,57
Lightning AI,ChatGPT,All Respondents,107
Lightning AI,Claude,All Respondents,61
Lightning AI,Codeium,All Respondents,50
Lightning AI,Cody,All Respondents,41
Lightning AI,GitHub Copilot,All Respondents,86
Lightning AI,Google Gemini,All Respondents,78
Lightning AI,Lightning AI,All Respondents,98
Lightning AI,Meta AI,All Respondents,62
Lightning AI,Metaphor,All Respondents,35
Lightning AI,Neeva AI,All Respondents,43
Lightning AI,OpenAI Codex,All Respondents,56
Lightning AI,Perplexity AI,All Respondents,57
Lightning AI,Phind,All Respondents,43
Lightning AI,Quora Poe,All Respondents,39
Lightning AI,Replit Ghostwriter,All Respondents,34
Lightning AI,Snyk Code,All Respondents,38
Lightning AI,Tabnine,All Respondents,41
Lightning AI,Visual Studio Intellicode,All Respondents,55
Lightning AI,Whispr AI,All Respondents,44
Lightning AI,WolframAlpha,All Respondents,41
Lightning AI,You.com,All Respondents,42
Meta AI,Amazon Q,All Respondents,122
Meta AI,Andi,All Respondents,44
Meta AI,AskCodi,All Respondents,49
Meta AI,Bing AI,All Respondents,323
Meta AI,ChatGPT,All Respondents,1047
Meta AI,Claude,All Respondents,357
Meta AI,Codeium,All Respondents,148
Meta AI,Cody,All Respondents,64
Meta AI,GitHub Copilot,All Respondents,705
Meta AI,Google Gemini,All Respondents,587
Meta AI,Lightning AI,All Respondents,75
Meta AI,Meta AI,All Respondents,813
Meta AI,Metaphor,All Respondents,48
Meta AI,Neeva AI,All Respondents,46
Meta AI,OpenAI Codex,All Respondents,119
Meta AI,Perplexity AI,All Respondents,226
Meta AI,Phind,All Respondents,90
Meta AI,Quora Poe,All Respondents,68
Meta AI,Replit Ghostwriter,All Respondents,45
Meta AI,Snyk Code,All Respondents,56
Meta AI,Tabnine,All Respondents,87
Meta AI,Visual Studio Intellicode,All Respondents,284
Meta AI,Whispr AI,All Respondents,96
Meta AI,WolframAlpha,All Respondents,153
Meta AI,You.com,All Respondents,77
Metaphor,Amazon Q,All Respondents,34
Metaphor,Andi,All Respondents,25
Metaphor,AskCodi,All Respondents,29
Metaphor,Bing AI,All Respondents,36
Metaphor,ChatGPT,All Respondents,49
Metaphor,Claude,All Respondents,37
Metaphor,Codeium,All Respondents,34
Metaphor,Cody,All Respondents,32
Metaphor,GitHub Copilot,All Respondents,40
Metaphor,Google Gemini,All Respondents,44
Metaphor,Lightning AI,All Respondents,30
Metaphor,Meta AI,All Respondents,34
Metaphor,Metaphor,All Respondents,43
Metaphor,Neeva AI,All Respondents,34
Metaphor,OpenAI Codex,All Respondents,34
Metaphor,Perplexity AI,All Respondents,40
Metaphor,Phind,All Respondents,34
Metaphor,Quora Poe,All Respondents,31
Metaphor,Replit Ghostwriter,All Respondents,27
Metaphor,Snyk Code,All Respondents,31
Metaphor,Tabnine,All Respondents,32
Metaphor,Visual Studio Intellicode,All Respondents,33
Metaphor,Whispr AI,All Respondents,32
Metaphor,WolframAlpha,All Respondents,32
Metaphor,You.com,All Respondents,32
Neeva AI,Amazon Q,All Respondents,33
Neeva AI,Andi,All Respondents,25
Neeva AI,AskCodi,All Respondents,28
Neeva AI,Bing AI,All Respondents,41
Neeva AI,ChatGPT,All Respondents,53
Neeva AI,Claude,All Respondents,39
Neeva AI,Codeium,All Respondents,34
Neeva AI,Cody,All Respondents,29
Neeva AI,GitHub Copilot,All Respondents,49
Neeva AI,Google Gemini,All Respondents,44
Neeva AI,Lightning AI,All Respondents,32
Neeva AI,Meta AI,All Respondents,34
Neeva AI,Metaphor,All Respondents,29
Neeva AI,Neeva AI,All Respondents,38
Neeva AI,OpenAI Codex,All Respondents,37
Neeva AI,Perplexity AI,All Respondents,38
Neeva AI,Phind,All Respondents,31
Neeva AI,Quora Poe,All Respondents,29
Neeva AI,Replit Ghostwriter,All Respondents,27
Neeva AI,Snyk Code,All Respondents,30
Neeva AI,Tabnine,All Respondents,34
Neeva AI,Visual Studio Intellicode,All Respondents,35
Neeva AI,Whispr AI,All Respondents,33
Neeva AI,WolframAlpha,All Respondents,37
Neeva AI,You.com,All Respondents,31
OpenAI Codex,Amazon Q,All Respondents,69
OpenAI Codex,Andi,All Respondents,34
OpenAI Codex,AskCodi,All Respondents,37
OpenAI Codex,Bing AI,All Respondents,131
OpenAI Codex,ChatGPT,All Respondents,340
OpenAI Codex,Claude,All Respondents,121
OpenAI Codex,Codeium,All Respondents,74
OpenAI Codex,Cody,All Respondents,47
OpenAI Codex,GitHub Copilot,All Respondents,299
OpenAI Codex,Google Gemini,All Respondents,204
OpenAI Codex,Lightning AI,All Respondents,53
OpenAI Codex,Meta AI,All Respondents,115
OpenAI Codex,Metaphor,All Respondents,36
OpenAI Codex,Neeva AI,All Respondents,39
OpenAI Codex,OpenAI Codex,All Respondents,315
OpenAI Codex,Perplexity AI,All Respondents,93
OpenAI Codex,Phind,All Respondents,49
OpenAI Codex,Quora Poe,All Respondents,43
OpenAI Codex,Replit Ghostwriter,All Respondents,39
OpenAI Codex,Snyk Code,All Respondents,46
OpenAI Codex,Tabnine,All Respondents,57
OpenAI Codex,Visual Studio Intellicode,All Respondents,143
OpenAI Codex,Whispr AI,All Respondents,66
OpenAI Codex,WolframAlpha,All Respondents,81
OpenAI Codex,You.com,All Respondents,40
Perplexity AI,Amazon Q,All Respondents,116
Perplexity AI,Andi,All Respondents,32
Perplexity AI,AskCodi,All Respondents,42
Perplexity AI,Bing AI,All Respondents,370
Perplexity AI,ChatGPT,All Respondents,1729
Perplexity AI,Claude,All Respondents,707
Perplexity AI,Codeium,All Respondents,322
Perplexity AI,Cody,All Respondents,90
Perplexity AI,GitHub Copilot,All Respondents,1109
Perplexity AI,Google Gemini,All Respondents,801
Perplexity AI,Lightning AI,All Respondents,74
Perplexity AI,Meta AI,All Respondents,274
Perplexity AI,Metaphor,All Respondents,38
Perplexity AI,Neeva AI,All Respondents,37
Perplexity AI,OpenAI Codex,All Respondents,113
Perplexity AI,Perplexity AI,All Respondents,1530
Perplexity AI,Phind,All Respondents,228
Perplexity AI,Quora Poe,All Respondents,92
Perplexity AI,Replit Ghostwriter,All Respondents,45
Perplexity AI,Snyk Code,All Respondents,62
Perplexity AI,Tabnine,All Respondents,148
Perplexity AI,Visual Studio Intellicode,All Respondents,348
Perplexity AI,Whispr AI,All Respondents,96
Perplexity AI,WolframAlpha,All Respondents,230
Perplexity AI,You.com,All Respondents,101
Phind,Amazon Q,All Respondents,66
Phind,Andi,All Respondents,26
Phind,AskCodi,All Respondents,32
Phind,Bing AI,All Respondents,203
Phind,ChatGPT,All Respondents,1103
Phind,Claude,All Respondents,338
Phind,Codeium,All Respondents,264
Phind,Cody,All Respondents,68
Phind,GitHub Copilot,All Respondents,690
Phind,Google Gemini,All Respondents,452
Phind,Lightning AI,All Respondents,42
Phind,Meta AI,All Respondents,126
Phind,Metaphor,All Respondents,29
Phind,Neeva AI,All Respondents,31
Phind,OpenAI Codex,All Respondents,58
Phind,Perplexity AI,All Respondents,250
Phind,Phind,All Respondents,1049
Phind,Quora Poe,All Respondents,49
Phind,Replit Ghostwriter,All Respondents,35
Phind,Snyk Code,All Respondents,52
Phind,Tabnine,All Respondents,84
Phind,Visual Studio Intellicode,All Respondents,223
Phind,Whispr AI,All Respondents,59
Phind,WolframAlpha,All Respondents,132
Phind,You.com,All Respondents,53
Quora Poe,Amazon Q,All Respondents,55
Quora Poe,Andi,All Respondents,29
Quora Poe,AskCodi,All Respondents,37
Quora Poe,Bing AI,All Respondents,102
Quora Poe,ChatGPT,All Respondents,299
Quora Poe,Claude,All Respondents,151
Quora Poe,Codeium,All Respondents,91
Quora Poe,Cody,All Respondents,42
Quora Poe,GitHub Copilot,All Respondents,201
Quora Poe,Google Gemini,All Respondents,180
Quora Poe,Lightning AI,All Respondents,39
Quora Poe,Meta AI,All Respondents,93
Quora Poe,Metaphor,All Respondents,30
Quora Poe,Neeva AI,All Respondents,31
Quora Poe,OpenAI Codex,All Respondents,56
Quora Poe,Perplexity AI,All Respondents,104
Quora Poe,Phind,All Respondents,54
Quora Poe,Quora Poe,All Respondents,205
Quora Poe,Replit Ghostwriter,All Respondents,36
Quora Poe,Snyk Code,All Respondents,36
Quora Poe,Tabnine,All Respondents,51
Quora Poe,Visual Studio Intellicode,All Respondents,113
Quora Poe,Whispr AI,All Respondents,41
Quora Poe,WolframAlpha,All Respondents,70
Quora Poe,You.com,All Respondents,54
Replit Ghostwriter,Amazon Q,All Respondents,40
Replit Ghostwriter,Andi,All Respondents,26
Replit Ghostwriter,AskCodi,All Respondents,29
Replit Ghostwriter,Bing AI,All Respondents,62
Replit Ghostwriter,ChatGPT,All Respondents,136
Replit Ghostwriter,Claude,All Respondents,64
Replit Ghostwriter,Codeium,All Respondents,50
Replit Ghostwriter,Cody,All Respondents,35
Replit Ghostwriter,GitHub Copilot,All Respondents,103
Replit Ghostwriter,Google Gemini,All Respondents,85
Replit Ghostwriter,Lightning AI,All Respondents,31
Replit Ghostwriter,Meta AI,All Respondents,49
Replit Ghostwriter,Metaphor,All Respondents,27
Replit Ghostwriter,Neeva AI,All Respondents,28
Replit Ghostwriter,OpenAI Codex,All Respondents,36
Replit Ghostwriter,Perplexity AI,All Respondents,47
Replit Ghostwriter,Phind,All Respondents,39
Replit Ghostwriter,Quora Poe,All Respondents,31
Replit Ghostwriter,Replit Ghostwriter,All Respondents,69
Replit Ghostwriter,Snyk Code,All Respondents,30
Replit Ghostwriter,Tabnine,All Respondents,40
Replit Ghostwriter,Visual Studio Intellicode,All Respondents,69
Replit Ghostwriter,Whispr AI,All Respondents,33
Replit Ghostwriter,WolframAlpha,All Respondents,48
Replit Ghostwriter,You.com,All Respondents,34
Snyk Code,Amazon Q,All Respondents,57
Snyk Code,Andi,All Respondents,27
Snyk Code,AskCodi,All Respondents,34
Snyk Code,Bing AI,All Respondents,67
Snyk Code,ChatGPT,All Respondents,233
Snyk Code,Claude,All Respondents,67
Snyk Code,Codeium,All Respondents,59
Snyk Code,Cody,All Respondents,38
Snyk Code,GitHub Copilot,All Respondents,219
Snyk Code,Google Gemini,All Respondents,105
Snyk Code,Lightning AI,All Respondents,32
Snyk Code,Meta AI,All Respondents,48
Snyk Code,Metaphor,All Respondents,28
Snyk Code,Neeva AI,All Respondents,34
Snyk Code,OpenAI Codex,All Respondents,44
Snyk Code,Perplexity AI,All Respondents,56
Snyk Code,Phind,All Respondents,45
Snyk Code,Quora Poe,All Respondents,33
Snyk Code,Replit Ghostwriter,All Respondents,30
Snyk Code,Snyk Code,All Respondents,209
Snyk Code,Tabnine,All Respondents,52
Snyk Code,Visual Studio Intellicode,All Respondents,101
Snyk Code,Whispr AI,All Respondents,38
Snyk Code,WolframAlpha,All Respondents,52
Snyk Code,You.com,All Respondents,35
Tabnine,Amazon Q,All Respondents,124
Tabnine,Andi,All Respondents,30
Tabnine,AskCodi,All Respondents,43
Tabnine,Bing AI,All Respondents,338
Tabnine,ChatGPT,All Respondents,1551
Tabnine,Claude,All Respondents,351
Tabnine,Codeium,All Respondents,376
Tabnine,Cody,All Respondents,90
Tabnine,GitHub Copilot,All Respondents,1054
Tabnine,Google Gemini,All Respondents,763
Tabnine,Lightning AI,All Respondents,46
Tabnine,Meta AI,All Respondents,183
Tabnine,Metaphor,All Respondents,39
Tabnine,Neeva AI,All Respondents,40
Tabnine,OpenAI Codex,All Respondents,106
Tabnine,Perplexity AI,All Respondents,234
Tabnine,Phind,All Respondents,152
Tabnine,Quora Poe,All Respondents,73
Tabnine,Replit Ghostwriter,All Respondents,51
Tabnine,Snyk Code,All Respondents,77
Tabnine,Tabnine,All Respondents,842
Tabnine,Visual Studio Intellicode,All Respondents,454
Tabnine,Whispr AI,All Respondents,83
Tabnine,WolframAlpha,All Respondents,174
Tabnine,You.com,All Respondents,79
Visual Studio Intellicode,Amazon Q,All Respondents,236
Visual Studio Intellicode,Andi,All Respondents,34
Visual Studio Intellicode,AskCodi,All Respondents,55
Visual Studio Intellicode,Bing AI,All Respondents,1049
Visual Studio Intellicode,ChatGPT,All Respondents,3811
Visual Studio Intellicode,Claude,All Respondents,626
Visual Studio Intellicode,Codeium,All Respondents,455
Visual Studio Intellicode,Cody,All Respondents,108
Visual Studio Intellicode,GitHub Copilot,All Respondents,3259
Visual Studio Intellicode,Google Gemini,All Respondents,1520
Visual Studio Intellicode,Lightning AI,All Respondents,63
Visual Studio Intellicode,Meta AI,All Respondents,356
Visual Studio Intellicode,Metaphor,All Respondents,46
Visual Studio Intellicode,Neeva AI,All Respondents,39
Visual Studio Intellicode,OpenAI Codex,All Respondents,212
Visual Studio Intellicode,Perplexity AI,All Respondents,343
Visual Studio Intellicode,Phind,All Respondents,186
Visual Studio Intellicode,Quora Poe,All Respondents,83
Visual Studio Intellicode,Replit Ghostwriter,All Respondents,60
Visual Studio Intellicode,Snyk Code,All Respondents,116
Visual Studio Intellicode,Tabnine,All Respondents,294
Visual Studio Intellicode,Visual Studio Intellicode,All Respondents,4594
Visual Studio Intellicode,Whispr AI,All Respondents,117
Visual Studio Intellicode,WolframAlpha,All Respondents,415
Visual Studio Intellicode,You.com,All Respondents,100
Whispr AI,Amazon Q,All Respondents,70
Whispr AI,Andi,All Respondents,27
Whispr AI,AskCodi,All Respondents,30
Whispr AI,Bing AI,All Respondents,95
Whispr AI,ChatGPT,All Respondents,347
Whispr AI,Claude,All Respondents,122
Whispr AI,Codeium,All Respondents,77
Whispr AI,Cody,All Respondents,32
Whispr AI,GitHub Copilot,All Respondents,232
Whispr AI,Google Gemini,All Respondents,180
Whispr AI,Lightning AI,All Respondents,40
Whispr AI,Meta AI,All Respondents,73
Whispr AI,Metaphor,All Respondents,32
Whispr AI,Neeva AI,All Respondents,32
Whispr AI,OpenAI Codex,All Respondents,60
Whispr AI,Perplexity AI,All Respondents,77
Whispr AI,Phind,All Respondents,48
Whispr AI,Quora Poe,All Respondents,36
Whispr AI,Replit Ghostwriter,All Respondents,29
Whispr AI,Snyk Code,All Respondents,37
Whispr AI,Tabnine,All Respondents,49
Whispr AI,Visual Studio Intellicode,All Respondents,103
Whispr AI,Whispr AI,All Respondents,244
Whispr AI,WolframAlpha,All Respondents,61
Whispr AI,You.com,All Respondents,39
WolframAlpha,Amazon Q,All Respondents,91
WolframAlpha,Andi,All Respondents,30
WolframAlpha,AskCodi,All Respondents,36
WolframAlpha,Bing AI,All Respondents,310
WolframAlpha,ChatGPT,All Respondents,1605
WolframAlpha,Claude,All Respondents,399
WolframAlpha,Codeium,All Respondents,177
WolframAlpha,Cody,All Respondents,58
WolframAlpha,GitHub Copilot,All Respondents,1114
WolframAlpha,Google Gemini,All Respondents,661
WolframAlpha,Lightning AI,All Respondents,50
WolframAlpha,Meta AI,All Respondents,167
WolframAlpha,Metaphor,All Respondents,35
WolframAlpha,Neeva AI,All Respondents,36
WolframAlpha,OpenAI Codex,All Respondents,98
WolframAlpha,Perplexity AI,All Respondents,228
WolframAlpha,Phind,All Respondents,110
WolframAlpha,Quora Poe,All Respondents,56
WolframAlpha,Replit Ghostwriter,All Respondents,51
WolframAlpha,Snyk Code,All Respondents,68
WolframAlpha,Tabnine,All Respondents,118
WolframAlpha,Visual Studio Intellicode,All Respondents,412
WolframAlpha,Whispr AI,All Respondents,78
WolframAlpha,WolframAlpha,All Respondents,1705
WolframAlpha,You.com,All Respondents,62
You.com,Amazon Q,All Respondents,61
You.com,Andi,All Respondents,32
You.com,AskCodi,All Respondents,40
You.com,Bing AI,All Respondents,160
You.com,ChatGPT,All Respondents,417
You.com,Claude,All Respondents,160
You.com,Codeium,All Respondents,128
You.com,Cody,All Respondents,52
You.com,GitHub Copilot,All Respondents,274
You.com,Google Gemini,All Respondents,274
You.com,Lightning AI,All Respondents,46
You.com,Meta AI,All Respondents,100
You.com,Metaphor,All Respondents,34
You.com,Neeva AI,All Respondents,35
You.com,OpenAI Codex,All Respondents,59
You.com,Perplexity AI,All Respondents,134
You.com,Phind,All Respondents,79
You.com,Quora Poe,All Respondents,59
You.com,Replit Ghostwriter,All Respondents,41
You.com,Snyk Code,All Respondents,44
You.com,Tabnine,All Respondents,65
You.com,Visual Studio Intellicode,All Respondents,125
You.com,Whispr AI,All Respondents,47
You.com,WolframAlpha,All Respondents,82
You.com,You.com,All Respondents,270
